Domain,Receive Time,Serial #,Type,Threat/Content Type,Config Version,Generate Time,Source address,Destination address,NAT Source IP,NAT Destination IP,Rule,Source User,Destination User,Application,Virtual System,Source Zone,Destination Zone,Inbound Interface,Outbound Interface,Log Action,Time Logged,Session ID,Repeat Count,Source Port,Destination Port,NAT Source Port,NAT Destination Port,Flags,IP Protocol,Action,URL/Filename,Threat/Content Name,Category,Severity,Direction,Sequence Number,Action Flags,Source Country,Destination Country,cpadding,contenttype,pcap_id,filedigest,cloud,url_idx,user_agent,filetype,xff,referer,sender,subject,recipient,reportid,dg_hier_level_1,dg_hier_level_2,dg_hier_level_3,dg_hier_level_4,Virtual System Name,Device Name,file_url,Source VM UUID,Destination VM UUID,http_method,Tunnel ID/IMSI,Monitor Tag/IMEI,Parent Session ID,parent_start_time,tunnel,thr_category,contentver,sig_flags
1,2017/04/29 21:43:55,1606050200,THREAT,vulnerability,1,2017/04/29 21:43:55,192.168.4.202,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/29 21:43:55,48989,1,137,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1591270,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/29 21:43:43,1606050200,THREAT,vulnerability,1,2017/04/29 21:43:43,192.168.4.202,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/29 21:43:43,48989,2,137,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1591269,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/20 22:50:45,1606050200,THREAT,vulnerability,1,2017/04/20 22:50:45,8.8.8.8,192.168.4.55,,,rule1,,,dns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/20 22:50:45,48802,1,53,59931,0,0,0x6000,udp,alert,,DGA NXDOMAIN response(36518),any,informational,server-to-client,1591247,0x0,United States,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/20 21:58:23,1606050200,THREAT,vulnerability,1,2017/04/20 21:58:23,8.8.8.8,192.168.4.55,,,rule1,,,dns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/20 21:58:23,48764,1,53,54375,0,0,0x6000,udp,alert,,DGA NXDOMAIN response(36518),any,informational,server-to-client,1591246,0x0,United States,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/20 19:28:43,1606050200,THREAT,vulnerability,1,2017/04/20 19:28:43,8.8.8.8,192.168.4.55,,,rule1,,,dns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/20 19:28:43,48519,1,53,54654,0,0,0x6000,udp,alert,qnap%20nas/,DGA NXDOMAIN response(36518),any,informational,server-to-client,1591215,0x0,United States,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/19 11:33:01,1606050200,THREAT,vulnerability,1,2017/04/19 11:33:01,192.168.4.53,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/19 11:33:01,48452,1,48573,445,0,0,0x6000,tcp,alert,srvsvc,Microsoft Windows Server Service NetrShareEnum access(30862),any,informational,client-to-server,1591210,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/19 11:33:01,1606050200,THREAT,vulnerability,1,2017/04/19 11:33:01,192.168.4.53,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/19 11:33:01,48452,2,48573,445,0,0,0x6000,tcp,alert,srvsvc,Microsoft Windows Server Service NetrServerGetInfo access(30861),any,informational,client-to-server,1591209,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/19 02:26:34,1606050200,THREAT,vulnerability,1,2017/04/19 02:26:34,192.168.4.53,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/19 02:26:34,48296,1,61527,445,0,0,0x6000,tcp,alert,panos.wildfire.paloaltonetworks.com/,Microsoft Windows Server Service NetrShareEnum access(30862),any,informational,client-to-server,1591208,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/19 01:37:54,1606050200,THREAT,vulnerability,1,2017/04/19 01:37:54,192.168.4.53,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/19 01:37:54,48305,1,46969,445,0,0,0x6000,tcp,alert,srvsvc,Microsoft Windows Server Service NetrShareEnum access(30862),any,informational,client-to-server,1590341,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/19 01:37:54,1606050200,THREAT,vulnerability,1,2017/04/19 01:37:54,192.168.4.53,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/19 01:37:54,48305,2,46969,445,0,0,0x6000,tcp,alert,srvsvc,Microsoft Windows Server Service NetrServerGetInfo access(30861),any,informational,client-to-server,1590340,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:12:15,1606050200,THREAT,vulnerability,1,2017/04/18 15:12:15,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:12:15,48218,1,50232,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590164,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:12:15,1606050200,THREAT,vulnerability,1,2017/04/18 15:12:15,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:12:15,48217,1,54956,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590163,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:11:54,1606050200,THREAT,vulnerability,1,2017/04/18 15:11:54,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:11:54,48216,1,50227,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590162,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:11:54,1606050200,THREAT,vulnerability,1,2017/04/18 15:11:54,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:11:54,48215,1,49783,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590161,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:10:04,1606050200,THREAT,vulnerability,1,2017/04/18 15:10:04,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:10:04,48195,1,50159,139,0,0,0x6000,tcp,alert,qnap%20nas/,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590160,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:10:04,1606050200,THREAT,vulnerability,1,2017/04/18 15:10:04,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:10:04,48205,1,60641,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590159,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:09:06,1606050200,THREAT,vulnerability,1,2017/04/18 15:09:06,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:09:06,48202,1,50129,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590158,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:09:06,1606050200,THREAT,vulnerability,1,2017/04/18 15:09:06,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:09:06,48201,1,51791,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590157,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:08:05,1606050200,THREAT,vulnerability,1,2017/04/18 15:08:05,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:08:05,48191,1,50094,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590156,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:08:05,1606050200,THREAT,vulnerability,1,2017/04/18 15:08:05,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:08:05,48190,1,53911,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590155,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:07:01,1606050200,THREAT,vulnerability,1,2017/04/18 15:07:01,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:07:01,48170,1,50031,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590154,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:07:00,1606050200,THREAT,vulnerability,1,2017/04/18 15:07:00,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:07:00,48169,1,57786,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590153,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:06:44,1606050200,THREAT,vulnerability,1,2017/04/18 15:06:44,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:06:44,48168,1,50024,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590152,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:06:44,1606050200,THREAT,vulnerability,1,2017/04/18 15:06:44,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:06:44,48167,1,52008,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590151,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:04:54,1606050200,THREAT,vulnerability,1,2017/04/18 15:04:54,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:04:54,48160,1,49985,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590150,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:04:54,1606050200,THREAT,vulnerability,1,2017/04/18 15:04:54,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:04:54,48159,1,59331,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590149,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:04:48,1606050200,THREAT,vulnerability,1,2017/04/18 15:04:48,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:04:48,48154,1,49974,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590148,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:04:48,1606050200,THREAT,vulnerability,1,2017/04/18 15:04:48,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:04:48,48153,1,65235,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590147,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:04:36,1606050200,THREAT,vulnerability,1,2017/04/18 15:04:36,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:04:36,48152,1,49957,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590146,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:04:36,1606050200,THREAT,vulnerability,1,2017/04/18 15:04:36,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:04:36,48111,1,65299,137,0,0,0x6000,udp,alert,qnap%20nas/,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590145,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:02:54,1606050200,THREAT,vulnerability,1,2017/04/18 15:02:54,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:02:54,48142,1,49902,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590144,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:02:54,1606050200,THREAT,vulnerability,1,2017/04/18 15:02:54,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:02:54,48141,1,52721,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590143,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:01:53,1606050200,THREAT,vulnerability,1,2017/04/18 15:01:53,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:01:53,48135,1,49803,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590142,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
1,2017/04/18 15:01:53,1606050200,THREAT,vulnerability,1,2017/04/18 15:01:53,192.168.4.51,192.168.4.200,,,kkctf,,,netbios-ns,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:01:53,48134,1,54836,137,0,0,0x6000,udp,alert,,NetBIOS nbtstat query(31707),any,informational,client-to-server,1590141,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,info-leak,AppThreat-675-3915,0x0
1,2017/04/18 15:01:02,1606050200,THREAT,vulnerability,1,2017/04/18 15:01:02,192.168.4.51,192.168.4.200,,,kkctf,,,ms-ds-smb,vsys1,untrust,trust,ethernet1/1,ethernet1/2,JASK,2017/04/18 15:01:02,48125,2,49781,139,0,0,0x6000,tcp,alert,,Microsoft Windows SMB Negotiate Request(35364),any,informational,client-to-server,1590140,0x0,192.168.0.0-192.168.255.255,192.168.0.0-192.168.255.255,0,,0,,,0,,,,,,,,0,0,0,0,0,,PA-200,,,,,0,,0,,N/A,brute-force,AppThreat-675-3915,0x0
